Node,Rank
Dichocarpum dalzielii,species
Dichocarpum auriculatum,species
Dichocarpum basilare,species
Dichocarpum carinatum,species
Dichocarpum fargesii,species
Dichocarpum hypoglaucum,species
Dichocarpum trifoliolatum,species
Dichocarpum wuchuanense,species
Dichocarpum stoloniferum,species
Dichocarpum adiantifolium,species
Dichocarpum arisanense,species
Dichocarpum franchetii,species
Dichocarpum lobatipetalum,species
Dichocarpum nipponicum,species
Dichocarpum pterigionocaudatum,species
Dichocarpum trachyspermum,species
unclassified Dichocarpum,no rank
Dichocarpum sp. LYJ-2011a,species
Dichocarpum sp. Liu ED 6396,species
Dichocarpum sp. DW-2022a,species
Dichocarpum sp. 'Minoshirokanesou',species
Dichocarpum hagiangense,species
Dichocarpum malipoenense,species
Dichocarpum hakonense,species
Dichocarpum numajirianum,species
Dichocarpum dicarpon,species
Dichocarpum dicarpon var. decumbens,varietas
Semiaquilegia,genus
Semiaquilegia adoxoides,species
Semiaquilegia adoxoides var. grandis,varietas
Semiaquilegia dauciformis,species
Semiaquilegia guangxiensis,species
Semiaquilegia danxiashanensis,species
Paraquilegia,genus
Paraquilegia microphylla,species
Paraquilegia grandiflora,species
Paraquilegia caespitosa,species
Paraquilegia anemonoides,species
Urophysa,genus
Urophysa henryi,species
Urophysa rockii,species
Leptopyrum,genus
Leptopyrum fumarioides,species
Paropyrum,genus
Paropyrum anemonoides,species
Ranunculoideae,subfamily
Adonideae,tribe
Trollius,genus
Trollius ranunculoides,species
Trollius ledebouri,species
Trollius laxus,species
Trollius chinensis,species
Trollius acaulis,species
Trollius asiaticus,species
Trollius europaeus,species
Trollius membranostylis,species
Trollius pumilus,species
Trollius pumilus var. tanguticus,varietas
Trollius ranunculinus,species
Trollius riederianus,species
Trollius altaicus,species
Trollius yunnanensis,species
Trollius hondoensis,species
Trollius pulcher,species
Trollius japonicus,species
Trollius dschungaricus,species
Trollius farreri,species
Trollius macropetalus,species
Trollius sibiricus,species
Trollius vaginatus,species
Trollius lilacinus,species
Trollius albiflorus,species
Trollius humilis,species
Trollius buddae,species
Trollius komarovii,species
Trollius taihasenzanensis,species
Trollius vitalii,species
unclassified Trollius,no rank
Trollius sp. IRP-2022,species
Adonis,genus
Adonis vernalis,species
Adonis aestivalis,species
Adonis aestivalis var. palaestina,varietas
Adonis multiflora,species
Adonis pseudoamurensis,species
Adonis amurensis,species
Adonis annua,species
Adonis ramosa,species
Adonis shikokuensis,species
Adonis brevistyla,species
Adonis flammea,species
Adonis bobroviana,species
Adonis coerulea,species
Adonis coerulea var. puberula,varietas
Adonis davidii,species
Adonis sibirica,species
Adonis sutchuenensis,species
Adonis dentata,species
Adonis apennina,species
Adonis turkestanica,species
Adonis villosa,species
Adonis volgensis,species
Adonis fucensis,species
Adonis mongolica,species
Megaleranthis,genus
Megaleranthis saniculifolia,species
Delphinieae,tribe
Consolida,genus
Consolida ajacis,species
Consolida ambigua,species
Consolida orientalis,species
Consolida armeniaca,species
Consolida aucheri,species
Consolida axilliflora,species
Consolida brevicornis,species
Consolida camptocarpa,species
Consolida divaricata,species
Consolida flava,species
Consolida glandulosa,species
Consolida hellespontica,species
Consolida hispanica,species
Consolida incana,species
Consolida kabuliana,species
Consolida kandaharica,species
Consolida lineolata,species
Consolida mauritanica,species
Consolida oliveriana,species
Consolida olopetala,species
Consolida paniculata,species
Consolida persica,species
Consolida pubescens,species
Consolida raveyi,species
Consolida regalis,species
Consolida regalis subsp. regalis,subspecies
Consolida rugulosa,species
Consolida songorica,species
Consolida stocksiana,species
Consolida tenuissima,species
Consolida uechtritziana,species
Consolida trigonelloides,species
Consolida teheranica,species
Delphinium,genus
Delphinium elatum,species
Delphinium exaltatum,species
Delphinium grandiflorum,species
Delphinium grandiflorum var. chinense,varietas
Delphinium andersonii,species
Delphinium bakeri,species
Delphinium barbeyi,species
Delphinium bicolor,species
Delphinium californicum,species
Delphinium cardinale,species
Delphinium decorum,species
Delphinium delavayi,species
Delphinium delavayi var. pogonanthum,varietas
Delphinium depauperatum,species
Delphinium glaucescens,species
Delphinium gypsophilum,species
Delphinium hesperium,species
Delphinium hesperium subsp. hesperium,subspecies
Delphinium hesperium subsp. pallescens,subspecies
Delphinium hesperium subsp. cuyamacae,subspecies
Delphinium hutchinsoniae,species
Delphinium luteum,species
Delphinium menziesii,species
Delphinium multiplex,species
Delphinium nudicaule,species
Delphinium nuttallianum,species
Delphinium parishii,species
Delphinium parryi,species
Delphinium patens,species
Delphinium polycladon,species
Delphinium recurvatum,species
Delphinium scaposum,species
Delphinium stachydeum,species
Delphinium trolliifolium,species
Delphinium viridescens,species
Delphinium hybrid cultivar,species
Delphinium alabamicum,species
Delphinium alpestre,species
Delphinium andesicola,species
Delphinium antoninum,species
Delphinium bicornutum,species
Delphinium brachycentrum,species
Delphinium calcar-equitis,species
Delphinium carolinianum,species
Delphinium carolinianum subsp. calciphilum,subspecies
Delphinium carolinianum subsp. vimineum,subspecies
Delphinium carolinianum subsp. virescens,subspecies
Delphinium distichum,species
Delphinium geraniifolium,species
Delphinium geyeri,species
Delphinium glareosum,species
Delphinium glaucum,species
Delphinium gracilentum,species
Delphinium hansenii,species
Delphinium hansenii subsp. ewanianum,subspecies
Delphinium hansenii subsp. hansenii,subspecies
Delphinium hansenii subsp. kernense,subspecies
Delphinium inopinum,species
Delphinium lineapetalum,species
Delphinium madrense,species
Delphinium newtonianum,species
Delphinium novomexicanum,species
Delphinium nuttallii,species
Delphinium purpusii,species
Delphinium ramosum,species
Delphinium sapellonis,species
Delphinium subscandens,species
Delphinium sutherlandii,species
Delphinium treleasei,species
Delphinium tricorne,species
Delphinium uliginosum,species
Delphinium umbraculorum,species
Delphinium valens,species
Delphinium variegatum,species
Delphinium viride,species
Delphinium wislizeni,species
Delphinium wootonii,species
Delphinium xantholeucum,species
Delphinium x occidentale,species
Delphinium anthriscifolium,species
Delphinium anthriscifolium var. anthriscifolium,varietas
Delphinium anthriscifolium var. calleryi,varietas
Delphinium anthriscifolium var. majus,varietas
Delphinium forrestii,species
Delphinium forrestii var. viride,varietas
Delphinium orthocentrum,species
Delphinium pachycentrum,species
Delphinium oxycentrum,species
Delphinium belladonna,species
Delphinium bonvalotii,species
Delphinium ochotense,species
Delphinium balansae,species
Delphinium balcanicum,species
Delphinium cossonianum,species
Delphinium favargeri,species
Delphinium gracile,species
Delphinium halteratum,species
Delphinium hirschfeldianum,species
Delphinium macropetalum,species
Delphinium peregrinum,species
Delphinium venulosum,species
Delphinium virgatum,species
Delphinium batangense,species
Delphinium beesianum,species
Delphinium ceratophorum,species
Delphinium dolichocentroides,species
Delphinium kamaonense,species
Delphinium muliense,species
Delphinium omeiense,species
Delphinium potaninii,species
Delphinium pseudohamatum,species
Delphinium pycnocentrum,species
Delphinium smithianum,species
Delphinium spirocentrum,species
Delphinium taliense,species
Delphinium tatsienense,species
Delphinium thibeticum,species
Delphinium tongolense,species
Delphinium trichophorum,species
Delphinium afghanicum,species
Delphinium albocoeruleum,species
Delphinium aquilegifolium,species
Delphinium biternatum,species
Delphinium bulleyanum,species
Delphinium caeruleum,species
Delphinium carduchorum,species
Delphinium cashmerianum,species
Delphinium cheilanthum,species
Delphinium crassifolium,species
Delphinium crispulum,species
Delphinium cuneatum,species
Delphinium cyphoplectrum,species
Delphinium dasycaulon,species
Delphinium denudatum,species
Delphinium dolichostachyum,species
Delphinium dubium,species
Delphinium elbursense,species
Delphinium emarginatum,species
Delphinium emarginatum subsp. nevadense,subspecies
Delphinium fissum,species
Delphinium fissum subsp. sordidum,subspecies
Delphinium flexuosum,species
Delphinium freynii,species
Delphinium glaciale,species
Delphinium griseum,species
Delphinium gyalanum,species
Delphinium incisum,species
Delphinium kansuense,species
Delphinium kohatense,species
Delphinium kurdicum,species
Delphinium leroyi,species
Delphinium maackianum,species
Delphinium macrocentrum,species
Delphinium macrostachyum,species
Delphinium middendorffii,species
Delphinium minjanense,species
Delphinium montanum,species
Delphinium muscosum,species
Delphinium nanum,species
Delphinium obcordatum,species
Delphinium oreophilum,species
Delphinium oxysepalum,species
Delphinium pentagynum,species
Delphinium pylzowii,species
Delphinium pylzowii var. trigynum,varietas
Delphinium pyramidale,species
Delphinium saniculifolium,species
Delphinium semibarbatum,species
Delphinium sparsiflorum,species
Delphinium suave,species
Delphinium sutchuenense,species
Delphinium sylvaticum,species
Delphinium szowitsianum,species
Delphinium tangkulaense,species
Delphinium chrysotrichum,species
Delphinium chrysotrichum var. tsarongense,varietas
Delphinium tuberosum,species
Delphinium verdunense,species
Delphinium viscosum,species
Delphinium wendelboi,species
Delphinium naviculare,species
Delphinium tianshanicum,species
Delphinium souliei,species
Delphinium khorasanicum,species
Delphinium chefoense,species
Delphinium turkmenum,species
Delphinium vestitum,species
Delphinium sinovitifolium,species
unclassified Delphinium,no rank
Delphinium sp. TAK-2022a,species
Delphinium sp. TAK-2022b,species
Delphinium sp. Ge130633,species
Delphinium litwinowii,species
Delphinium duhmbergii,species
Delphinium dyctiocarpum,species
Delphinium pubiflorum,species
Delphinium puniceum,species
Delphinium subcuneatum,species
Delphinium uralense,species
Delphinium candelabrum,species
Delphinium candelabrum var. monanthum,varietas
Delphinium yunnanense,species
Delphinium brunonianum,species
Delphinium bolosii,species
Delphinium mansanetianum,species
Delphinium barbatum,species
Delphinium knorringianum,species
Delphinium leptocarpum,species
Delphinium rugulosum,species
Delphinium arcuatum,species
Delphinium bracteosum,species
Delphinium caucasicum,species
Delphinium elisabethae,species
Delphinium fedorovii,species
Delphinium gelmetzicum,species
Delphinium macropogon,species
Delphinium mariae,species
Delphinium quercetorum,species
Delphinium samurense,species
Delphinium schmalhausenii,species
Delphinium speciosum,species
Delphinium longipedunculatum,species
Delphinium ternatum,species
Delphinium densiflorum,species
Aconitum,genus
Aconitum sanyoense,species
Aconitum yamazakii,species
Aconitum yuparense,species
Aconitum yuparense var. yuparense,varietas
Aconitum yuparense var. apoiense,varietas
Aconitum baicalense,species
Aconitum ciliare,species
Aconitum decipiens,species
Aconitum ferox,species
Aconitum gigas,species
Aconitum hookeri,species
Aconitum iidemontanum,species
Aconitum kitadakense,species
Aconitum kiyomiense,species
Aconitum krasnoboroffii,species
Aconitum longtouense,species
Aconitum nagarum,species
Aconitum nagarum var. heterotrichum,varietas
Aconitum nagarum f. dielsianum,forma
Aconitum nagarum var. lasiandrum,varietas
Aconitum nipponicum,species
Aconitum nipponicum subsp. nipponicum,subspecies
Aconitum nipponicum var. septemcarpum,varietas
Aconitum nipponicum subsp. micranthum,subspecies
Aconitum okuyamae,species
Aconitum paskoi,species
Aconitum pendulum,species
Aconitum rockii,species
Aconitum sachalinense,species
Aconitum sachalinense subsp. yezoense,subspecies
Aconitum sachalinense subsp. sachalinense,subspecies
Aconitum senanense,species
Aconitum senanense subsp. senanense,subspecies
Aconitum taronense,species
Aconitum villosum,species
Aconitum volubile,species
Aconitum volubile var. latisectum,varietas
Aconitum volubile var. pubescens,varietas
Aconitum jaluense,species
Aconitum jaluense subsp. iwatekense,subspecies
Aconitum jaluense subsp. jaluense,subspecies
Aconitum jaluense var. triphyllum,varietas
Aconitum carmichaelii,species
Aconitum carmichaelii var. hwangshanicum,varietas
Aconitum carmichaelii var. pubescens,varietas
Aconitum carmichaelii var. tripartitum,varietas
Aconitum carmichaelii var. truppelianum,varietas
Aconitum carmichaelii var. carmichaelii,varietas
Aconitum austrokoreense,species
Aconitum anthora,species
Aconitum anthora subsp. jacquinii,subspecies
Aconitum lycoctonum,species
Aconitum lycoctonum subsp. vulparia,subspecies
Aconitum moldavicum,species
Aconitum moldavicum subsp. simonkaianum,subspecies
Aconitum napellus,species
Aconitum orientale,species
Aconitum septentrionale,species
Aconitum variegatum,species
Aconitum lasiostomum,species
Aconitum columbianum,species
Aconitum delphiniifolium,species
Aconitum crassiflorum,species
Aconitum scaposum,species
Aconitum scaposum var. hupehanum,varietas
Aconitum scaposum var. vaginatum,varietas
Aconitum sinomontanum,species
Aconitum sinomontanum var. pilocarpum,varietas
Aconitum sinomontanum var. angustius,varietas
Aconitum racemulosum,species
Aconitum racemulosum var. grandibracteolatum,varietas
Aconitum tanguticum,species
Aconitum tanguticum var. trichocarpum,varietas
Aconitum franchetii,species
Aconitum hemsleyanum,species
Aconitum hemsleyanum var. circinatum,varietas
Aconitum chrysotrichum,species
Aconitum finetianum,species
Aconitum forrestii,species
Aconitum forrestii var. albovillosum,varietas
Aconitum liljestrandii,species
Aconitum chienningense,species
Aconitum pulchellum,species
Aconitum sessiliflorum,species
Aconitum tuguancunense,species
Aconitum tsaii,species
Aconitum delavayi,species
Aconitum stapfianum,species
Aconitum vilmorinianum,species
Aconitum vilmorinianum var. patentipilum,varietas
Aconitum contortum,species
Aconitum brachypodum,species
Aconitum brachypodum var. laxiflorum,varietas
Aconitum transsectum,species
Aconitum georgei,species
Aconitum episcopale,species
Aconitum episcopale var. villosulipes,varietas
Aconitum episcopale var. episcopale,varietas
Aconitum sungpanense,species
Aconitum sungpanense var. leucanthum,varietas
Aconitum campylorrhynchum,species
Aconitum bulleyanum,species
Aconitum fengii,species
Aconitum piepunense,species
Aconitum cannabifolium,species
Aconitum monanthum,species
Aconitum kusnezoffii,species
Aconitum kusnezoffii var. gibbiferum,varietas
Aconitum bartlettii,species
Aconitum chiisanense,species
Aconitum hakusanense,species
Aconitum napiforme,species
Aconitum seravschanicum,species
Aconitum heterophyllum,species
Aconitum balfourii,species
Aconitum violaceum,species
Aconitum violaceum var. weileri,varietas
Aconitum palmatum,species
Aconitum pilopetalum,species
Aconitum brunneum,species
Aconitum spiripetalum,species
Aconitum tatsienense,species
Aconitum refractum,species
Aconitum tongolense,species
Aconitum legendrei,species
Aconitum hamatipetalum,species
Aconitum polycarpum,species
Aconitum flavum,species
Aconitum karakolicum,species
Aconitum karakolicum var. patentipilum,varietas
Aconitum bulbilliferum,species
Aconitum nemorum,species
Aconitum huiliense,species
Aconitum alboviolaceum,species
Aconitum liangshanicum,species
Aconitum artemisiifolium,species
Aconitum soongaricum,species
Aconitum soongaricum var. angustius,varietas
Aconitum austroyunnanense,species
Aconitum elliotii,species
Aconitum elliotii var. doshongense,varietas
Aconitum geniculatum,species
Aconitum geniculatum var. humilius,varietas
Aconitum geniculatum var. unguiculatum,varietas
Aconitum hicksii,species
Aconitum incisifidum,species
Aconitum jinyangense,species
Aconitum kongboense,species
Aconitum kongboense var. villosum,varietas
Aconitum leucostomum,species
Aconitum leucostomum var. hopeiense,varietas
Aconitum coreanum,species
Aconitum degenii,species
Aconitum degenii subsp. paniculatum,subspecies
Aconitum degenii subsp. rhaeticum,subspecies
Aconitum pentheri,species
Aconitum angustius,species
Aconitum barbatum,species
Aconitum barbatum var. puberulum,varietas
Aconitum barbatum var. hispidum,varietas
Aconitum longecassidatum,species
Aconitum monticola,species
Aconitum umbrosum,species
Aconitum shennongjiaense,species
Aconitum smithii,species
Aconitum pseudolaeve,species
Aconitum henryi,species
Aconitum japonicum,species
Aconitum japonicum subsp. subcuneatum,subspecies
Aconitum japonicum subsp. maritimum,subspecies
Aconitum japonicum subsp. napiforme,subspecies
Aconitum japonicum subsp. ibukiense,subspecies
Aconitum lucidusculum,species
Aconitum misaoanum,species
Aconitum bucovinense,species
Aconitum cammarum,species
Aconitum firmum,species
Aconitum firmum subsp. firmum,subspecies
Aconitum firmum subsp. fissurae,subspecies
Aconitum lasiocarpum,species
Aconitum nanum,species
Aconitum nasutum,species
Aconitum nasutum var. pubiceps,varietas
Aconitum plicatum,species
Aconitum plicatum subsp. plicatum,subspecies
Aconitum superbum,species
Aconitum talassicum,species
Aconitum toxicum,species
Aconitum x berdaui,species
Aconitum x czarnohorense,species
Aconitum x hebegynum,species
Aconitum x pawlowskii,species
Aconitum burnatii,species
Aconitum tauricum,species
Aconitum ludlowii,species
Aconitum naviculare,species
Aconitum richardsonianum,species
Aconitum richardsonianum var. pseudosessiliflorum,varietas
Aconitum gassanense,species
Aconitum pterocaule,species
Aconitum iinumae,species
Aconitum grossedentatum,species
Aconitum loczyanum,species
Aconitum soyaense,species
Aconitum asahikawaense,species
Aconitum apetalum,species
Aconitum brevicalcaratum,species
Aconitum brevicalcaratum var. parviflorum,varietas
Aconitum fletcheranum,species
Aconitum novoluridum,species
Aconitum quelpaertense,species
Aconitum reclinatum,species
Aconitum rilongense,species
Aconitum ajanense,species
Aconitum anthoroideum,species
Aconitum desoulavyi,species
Aconitum falciforme,species
Aconitum krylovii,species
Aconitum laeve,species
Aconitum moschatum,species
Aconitum ouvrardianum,species
Aconitum pauciflorum,species
Aconitum ranunculifolium,species
Aconitum ranunculoides,species
Aconitum sajanense,species
Aconitum sukaczevii,species
Aconitum wangyedianense,species
Aconitum kirinense,species
Aconitum sczukinii,species
Aconitum jeholense,species
Aconitum iranshahrii,species
Aconitum tonense,species
Aconitum iochanicum,species
Aconitum pukeense,species
Aconitum spathulatum,species
Aconitum maximum,species
Aconitum wumengense,species
unclassified Aconitum,no rank
Aconitum sp. 'sino-proliferum',species
Aconitum sp. YYL-2004,species
Aconitum sp. PS2007MT01,species
Aconitum sp. PS2014MT01,species
Aconitum sp. PS2010MT01,species
Aconitum sp. It1,species
Aconitum sp. YX-2018,species
Aconitum sp. NN-2019,species
Aconitum sp. YX-2019,species
Aconitum sp. 118,species
Aconitum zigzag,species
Aconitum zigzag subsp. kishidae,subspecies
Aconitum chrysopilum,species
Aconitum bailangense,species
Aconitum birobidshanicum,species
Aconitum paniculigerum,species
Aconitum paniculigerum var. wulingense,varietas
Aconitum rotundifolium,species
Aconitum taipeicum,species
Aconitum tschangbaischanense,species
Aconitum chasmanthum,species
Aconitum phyllostegium,species
Aconitum polyschistum,species
Aconitum pallasii,species
Aconitum glandulosum,species
Aconitum cymbulatum,species
Aconitum x exaltatum,species
Aconitum flerovii,species
Aconitum nevadense,species
Aconitum fukutomei,species
Aconitum puchonroenicum,species
Aconitum habaense,species
Aconitum pilipes,species
Aconitum weixiense,species
Aconitum duclouxii,species
Aconitum stylosum,species
Aconitum ramulosum,species
Aconitum khanminthunii,species
Aconitum bracteolatum,species
Aconitum elwesii,species
Aconitum glabrisepalum,species
Aconitum incisofidum,species
Aconitum leiwuqiense,species
Aconitum longilobum,species
Aconitum macrorhynchum,species
Aconitum milinense,species
Aconitum nielamuense,species
Aconitum nutantiflorum,species
Aconitum pomeense,species
Aconitum pseudodivaricatum,species
Aconitum sinonapelloides,species
Aconitella,genus
Aconitella hohenackeri,species
Aconitella aconiti,species
Aconitella anthoroidea,species
Aconitella barbata,species
Aconitella saccata,species
Aconitella scleroclada,species
Aconitella stenocarpa,species
Aconitella thirkeana,species
Gymnaconitum,genus
Gymnaconitum gymnandrum,species
Staphisagria,genus
Staphisagria macrosperma,species
Staphisagria picta,species
Staphisagria requienii,species
Pseudodelphinium,genus
Pseudodelphinium turcicum,species
Nigelleae,tribe
Nigella,genus
Nigella damascena,species
Nigella arvensis,species
Nigella arvensis subsp. aristata,subspecies
Nigella arvensis subsp. brevifolia,subspecies
Nigella arvensis subsp. glauca,subspecies
Nigella arvensis subsp. arvensis,subspecies
Nigella carpatha,species
Nigella degenii,species
Nigella degenii subsp. barbro,subspecies
Nigella degenii subsp. degenii,subspecies
Nigella degenii subsp. jenny,subspecies
Nigella icarica,species
Nigella ciliaris,species
Nigella doerfleri,species
Nigella elata,species
Nigella fumariifolia,species
Nigella gallica,species
Nigella orientalis,species
Nigella oxypetala,species
Nigella papillosa,species
Nigella sativa,species
Nigella segetalis,species
Nigella stellaris,species
Nigella stricta,species
Nigella glandulifera,species
unclassified Nigella,no rank
Nigella sp. MP 523,species
Nigella bucharica,species
Nigella integrifolia,species
Garidella,genus
Garidella nigellastrum,species
Garidella unguicularis,species
Komaroffia,genus
Komaroffia diversifolia,species
Helleboreae,tribe
Helleborus,genus
Helleborus foetidus,species
Helleborus atrorubens,species
Helleborus croaticus,species
Helleborus cyclophyllus,species
Helleborus dumetorum,species
Helleborus lividus,species
Helleborus multifidus,species
Helleborus multifidus subsp. bocconei,subspecies
Helleborus multifidus subsp. hercegovinus,subspecies
Helleborus multifidus subsp. istriacus,subspecies
Helleborus multifidus subsp. multifidus,subspecies
Helleborus niger,species
Helleborus odorus,species
Helleborus orientalis,species
Helleborus purpurascens,species
Helleborus thibetanus,species
Helleborus torquatus,species
Helleborus vesicarius,species
Helleborus viridis,species
Helleborus viridis subsp. viridis,subspecies
Helleborus viridis subsp. occidentalis,subspecies
Helleborus argutifolius,species
Helleborus x hybridus,species
unclassified Helleborus,no rank
Helleborus sp. McLewin WM9531,species
Helleborus sp. McLewin K19,species
Helleborus sp. FL-2007,species
Helleborus sp. Wang Wei 090409,species
Cimicifugeae,tribe
Eranthis,genus
Eranthis hyemalis,species
Eranthis byunsanensis,species
Eranthis stellata,species
Eranthis pinnatifida,species
Eranthis pungdoensis,species
Eranthis cilicica,species
Eranthis albiflora,species
Eranthis lobulata,species
Eranthis lobulata var. elatior,varietas
Eranthis longistipitata,species
Eranthis sibirica,species
Eranthis x tubergenii,species
Eranthis tanhoensis,species
unclassified Eranthis,no rank
Eranthis sp. Krashnoborov & Rozhina 19770408,species
Eranthis sp. Krasnoborov 19660808,species
Actaea,genus
Actaea podocarpa,species
Actaea asiatica,species
Actaea pachypoda,species
Actaea rubra,species
Actaea spicata,species
Actaea arizonica,species
Actaea biternata,species
Actaea brachycarpa,species
Actaea dahurica,species
Actaea elata,species
Actaea europaea,species
Actaea cimicifuga,species
Actaea frigida,species
Actaea heracleifolia,species
Actaea japonica,species
[Cimicifuga] japonica var. peltata,varietas
Actaea kashmiriana,species
Actaea laciniata,species
Actaea mairei,species
Actaea purpurea,species
Actaea racemosa,species
Actaea cordifolia,species
Actaea simplex,species
Actaea yunnanensis,species
Actaea vaginata,species
Actaea erythrocarpa,species
Actaea yesoensis,species
Actaea nanchuanensis,species
Actaea bifida,species
unclassified Actaea (in: flowering plants),no rank
Actaea sp. Wang & Cheng 06400,species
Actaea sp. DPL-2012,species
Actaea sp. US:3559838,species
Actaea sp. RS-2020,species
Actaea sp. Wang SX015 (sect. souliea),species
Anemonopsis,genus
Anemonopsis macrophylla,species
Beesia,genus
Beesia calthifolia,species
Beesia deltophylla,species
Caltheae,tribe
Caltha,genus
Caltha palustris,species
Caltha palustris var. membranacea,varietas
Caltha palustris var. barthei,varietas
Caltha palustris var. sibirica,varietas
Caltha appendiculata,species
Caltha novae-zelandiae,species
Caltha dioneifolia,species
Caltha introloba,species
Caltha leptosepala,species
Caltha leptosepala subsp. howellii,subspecies
Caltha leptosepala subsp. leptosepala,subspecies
Caltha leptosepala var. biflora,varietas
Caltha natans,species
Caltha obtusa,species
Caltha sagittata,species
Caltha scaposa,species
Caltha alba,species
Caltha arctica,species
Caltha umbrosa,species
Caltha rubriflora,species
Caltha gracilis,species
Caltha dysosmoides,species
Caltha chionophila,species
Caltha biflora,species
Psychrophila,genus
Calathodes,genus
Calathodes oxycarpa,species
Calathodes palmata,species
Asteropyreae,tribe
Asteropyrum,genus
Asteropyrum cavaleriei,species
Asteropyrum peltatum,species
unclassified Asteropyrum,no rank
Asteropyrum sp. Hap1,species
Asteropyrum sp. Hap2,species
Asteropyrum sp. Hap3,species
Asteropyrum sp. Hap4,species
Asteropyrum sp. Hap5,species
Asteropyrum sp. Hap6,species
Asteropyrum sp. Hap7,species
Asteropyrum sp. Hap8,species
Asteropyrum sp. Hap9,species
Asteropyrum sp. Hap10,species
Asteropyrum sp. Hap11,species
Asteropyrum sp. Hap12,species
Asteropyrum sp. Hap13,species
Asteropyrum sp. Hap14,species
Asteropyrum sp. Hap15,species
Asteropyrum sp. Hap16,species
Asteropyrum sp. Hap17,species
Asteropyrum sp. Hap18,species
Asteropyrum sp. Hap19,species
Asteropyrum sp. Hap20,species
Asteropyrum sp. Hap21,species
Asteropyrum sp. Hap22,species
Asteropyrum sp. Hap23,species
Asteropyrum sp. Hap24,species
Asteropyrum sp. Hap25,species
Asteropyrum sp. Hap26,species
Asteropyrum sp. Hap27,species
Asteropyrum sp. Hap28,species
Asteropyrum sp. Hap29,species
Asteropyrum sp. Hap30,species
Asteropyrum sp. Hap31,species
Asteropyrum sp. Hap32,species
Asteropyrum sp. Hap33,species
Asteropyrum sp. Hap34,species
Asteropyrum sp. Hap35,species
Asteropyrum sp. Hap36,species
Asteropyrum sp. Hap37,species
Asteropyrum sp. Hap38,species
Asteropyrum sp. Hap39,species
Asteropyrum sp. Hap40,species
Callianthemeae,tribe
Callianthemum,genus
Callianthemum anemonoides,species
Callianthemum coriandrifolium,species
Callianthemum taipaicum,species
Callianthemum miyabeanum,species
Callianthemum kernerianum,species
Callianthemum pimpinelloides,species
Callianthemum alatavicum,species
Callianthemum angustifolium,species
Callianthemum farreri,species
Callianthemum hondoense,species
Callianthemum isopyroides,species
Callianthemum kirigishiense,species
Callianthemum sachalinense,species
Callianthemum sajanense,species
unclassified Callianthemum,no rank
Callianthemum sp. US:Tibet-MacArthur2955,species
Anemoneae,tribe
Clematis,genus
Clematis rehderiana,species
Clematis ligusticifolia,species
Clematis vitalba,species
Clematis apiifolia,species
Clematis apiifolia var. obtusidentata,varietas
Clematis apiifolia var. apiifolia,varietas
Clematis albicoma,species
Clematis fremontii,species
Clematis afoliata,species
Clematis hexapetala,species
Clematis drummondii,species
Clematis chiisanensis,species
Clematis integrifolia,species
Clematis fusca,species
Clematis fusca var. coreana,varietas
Clematis alternata,species
Clematis angustifolia,species
Clematis brachyura,species
Clematis crassifolia,species
Clematis delavayi,species
Clematis eichleri,species
Clematis fasciculiflora,species
Clematis florida,species
Clematis gentianoides,species
Clematis japonica,species
Clematis japonica var. villosula,varietas
Clematis lasiandra,species
Clematis lasiantha,species
Clematis nobilis,species
Clematis ochotensis,species
Clematis orientalis,species
Clematis patens,species
Clematis patens var. tientaiensis,varietas
Clematis pierotii,species
Clematis potaninii,species
Clematis serratifolia,species
Clematis stans,species
Clematis stans var. stans,varietas
Clematis stans var. austrojaponensis,varietas
Clematis tangutica,species
Clematis tashiroi,species
Clematis terniflora,species
Clematis terniflora var. robusta,varietas
Clematis terniflora var. koreana,varietas
Clematis terniflora var. terniflora,varietas
Clematis terniflora var. boninensis,varietas
Clematis texensis,species
Clematis uncinata,species
Clematis uncinata var. ovatifolia,varietas
Clematis villosa,species
Clematis williamsii,species
Clematis ganpiniana,species
Clematis javana,species
Clematis paniculata,species
Clematis montana,species
Clematis armandii,species
Clematis alpina,species
Clematis alpina subsp. ochotensis,subspecies
Clematis alpina subsp. sibirica,subspecies
Clematis gratopsis,species
Clematis finetiana,species
Clematis ochroleuca,species
Clematis sibirica,species
Clematis virginiana,species
Clematis acerifolia,species
Clematis aethusifolia,species
Clematis akebioides,species
Clematis brachiata,species
Clematis brevicaudata,species
Clematis cf. insidiosa Wen 9513,species
Clematis chinensis,species
Clematis chinensis var. tatushanensis,varietas
Clematis chinensis var. anhweiensis,varietas
Clematis chrysocoma,species
Clematis confusa,species
Clematis crispa,species
Clematis erectisepala,species
Clematis glycinoides,species
Clematis heracleifolia,species
Clematis leschenaultiana,species
Clematis linearifolia,species
Clematis loureiroana,species
Clematis loureiroana var. peltata,varietas
Clematis mandshurica,species
Clematis meyeniana,species
Clematis peterae,species
Clematis pinnata,species
Clematis pitcheri,species
Clematis pogonandra,species
Clematis pubescens,species
Clematis ranunculoides,species
Clematis recta,species
Clematis reticulata,species
Clematis rutoides,species
Clematis siamensis,species
Clematis strigillosa,species
Clematis taiwaniana,species
Clematis tibetana,species
Clematis microphylla,species
Clematis henryi,species
Clematis henryi var. ternata,varietas
Clematis intricata,species
Clematis macropetala,species
Clematis haenkeana,species
Clematis ianthina,species
Clematis songorica,species
Clematis kirilowii,species
Clematis kirilowii var. pashanensis,varietas
